1	0.1680318882796893
10	0.11886709464455163
11	0.21557292537752573
12	0.1437485373543939
13	0.11385399151598158
14	0.17091952084470774
15	0.13204397712696211
16	0.17330658405932273
17	0.21007543715463614
18	0.1590942778782202
19	0.06312534126378613
2	0.24892126576472795
20	0.1998066745245845
21	0.08703572501804127
22	0.21042070558458298
23	0.15918255403007256
24	0.09804191404867692
25	0.059797948338621454
26	0.05398316778495212
27	0.1655119810953762
28	0.04518860662047729
29	0.18871250129552036
3	0.22210743377619732
30	0.1378971771683685
32	0.1902937389137586
36	0.2307288894754114
39	0.13416532801912298
4	0.10396420409969444
5	0.18080570428443252
6	0.21326450926747625
7	0.10277515867724774
8	0.1609313092896216
9	0.1771643173252
